segment_id,EventId,latitude,longitude,latitudeX,longitudeX,address,point,road,suburb,city,county,state,postcode,country,country_code
7AKUBY4,152009,-33.9696348799,18.5757232348,-33.97,18.576,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbdf8950>,"{'place_id': 101488620, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 60929939, 'lat': '-33.970018213434955', 'lon': '18.575979460332654', 'display_name': 'Settlers Way, Cape Town Ward 40, Cape Town, City of Cape Town, Western Cape, 7490, South Africa', 'address': {'road': 'Settlers Way', 'suburb': 'Cape Town Ward 40', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7490', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9712221', '-33.9658655', '18.5721454', '18.577047']}",Settlers Way,Cape Town Ward 40,Cape Town,City of Cape Town,Western Cape,7490,South Africa,za
IEBUIXM,152011,-33.9087269253,18.5010000807,-33.909,18.501,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbdfef10>,"{'place_id': 232972685, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 738058381, 'lat': '-33.909006783294146', 'lon': '18.501006251664563', 'display_name': 'N1, Cape Town Ward 56, Cape Town, City of Cape Town, Western Cape, 14, South Africa', 'address': {'road': 'N1', 'suburb': 'Cape Town Ward 56', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '14', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9127419', '-33.9049643', '18.4965816', '18.5053925']}",N1,Cape Town Ward 56,Cape Town,City of Cape Town,Western Cape,14,South Africa,za
4HHV563,152014,-33.920362003,18.4666703857,-33.92,18.467,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbdff710>,"{'place_id': 82239734, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 5179227, 'lat': '-33.91991308700875', 'lon': '18.467052822203698', 'display_name': 'Kempenfelt Road, Paarden Eiland, Cape Town, City of Cape Town, Western Cape, 7295, South Africa', 'address': {'road': 'Kempenfelt Road', 'suburb': 'Paarden Eiland', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7295', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.920126', '-33.9194027', '18.4654735', '18.4672521']}",Kempenfelt Road,Paarden Eiland,Cape Town,City of Cape Town,Western Cape,7295,South Africa,za
M3INBBC,152015,-33.9749370297,18.5803432815,-33.975,18.58,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbdf8150>,"{'place_id': 12238975, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 1191397018, 'lat': '-33.9753164', 'lon': '18.5794464', 'display_name': 'C44, Settlers Way, Cape Town Ward 40, Cape Town, City of Cape Town, Western Cape, 7490, South Africa', 'address': {'toilets': 'C44', 'road': 'Settlers Way', 'suburb': 'Cape Town Ward 40', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7490', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9754164', '-33.9752164', '18.5793464', '18.5795464']}",Settlers Way,Cape Town Ward 40,Cape Town,City of Cape Town,Western Cape,7490,South Africa,za
H9QJECU,152017,-33.9872928109,18.5977354944,-33.987,18.598,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc826d0>,"{'place_id': 229549238, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 740517335, 'lat': '-33.98736759895462', 'lon': '18.59785496468507', 'display_name': 'N2, Cape Town Ward 36, Cape Town, City of Cape Town, Western Cape, 7490, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 36', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7490', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9928175', '-33.9855667', '18.5932905', '18.611668']}",N2,Cape Town Ward 36,Cape Town,City of Cape Town,Western Cape,7490,South Africa,za
XNUEEZN,152018,-33.889341594899996,18.5596220501,-33.889,18.56,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbdffed0>,"{'place_id': 198444493, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 540006185, 'lat': '-33.88924394346615', 'lon': '18.560041337748586', 'display_name': 'N1, Plattekloof Glen, Parow, City of Cape Town, Western Cape, 7460, South Africa', 'address': {'road': 'N1', 'suburb': 'Plattekloof Glen', 'town': 'Parow', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7460', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8908827', '-33.8886446', '18.5479692', '18.5635782']}",N1,Plattekloof Glen,,City of Cape Town,Western Cape,7460,South Africa,za
7AKUBY4,152019,-33.969161850999996,18.5752272669,-33.969,18.575,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc83410>,"{'place_id': 101488620, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 60929939, 'lat': '-33.968961992255956', 'lon': '18.575042862119155', 'display_name': 'Settlers Way, Cape Town Ward 40, Cape Town, City of Cape Town, Western Cape, 7490, South Africa', 'address': {'road': 'Settlers Way', 'suburb': 'Cape Town Ward 40', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7490', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9712221', '-33.9658655', '18.5721454', '18.577047']}",Settlers Way,Cape Town Ward 40,Cape Town,City of Cape Town,Western Cape,7490,South Africa,za
E5D3KEB,152020,-34.0046211585,18.6410504927,-34.005,18.641,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc82e90>,"{'place_id': 93394813, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 30793316, 'lat': '-34.00530149873352', 'lon': '18.640884083063362', 'display_name': 'Fourth Street, Cape Town Ward 18, Khayelitsha, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'Fourth Street', 'suburb': 'Cape Town Ward 18', 'town': 'Khayelitsha', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0067663', '-34.0042462', '18.6374724', '18.6437353']}",Fourth Street,Cape Town Ward 18,,City of Cape Town,Western Cape,7100,South Africa,za
6OTRJQF,152021,-33.9624901779,18.5643629088,-33.962,18.564,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc86790>,"{'place_id': 208548398, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 589067096, 'lat': '-33.96219581144987', 'lon': '18.56394110056654', 'display_name': 'Settlers Way, Cape Town Ward 31, Cape Town, City of Cape Town, Western Cape, 7490, South Africa', 'address': {'road': 'Settlers Way', 'suburb': 'Cape Town Ward 31', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7490', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9629127', '-33.9620292', '18.5633872', '18.5663244']}",Settlers Way,Cape Town Ward 31,Cape Town,City of Cape Town,Western Cape,7490,South Africa,za
0GZ5KS3,152022,-33.9024120291,18.5078530707,-33.902,18.508,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc83f50>,"{'place_id': 121163047, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 150969597, 'lat': '-33.90213468379322', 'lon': '18.50812413835351', 'display_name': 'N1, Cape Town Ward 56, Cape Town, City of Cape Town, Western Cape, 14, South Africa', 'address': {'road': 'N1', 'suburb': 'Cape Town Ward 56', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '14', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9043292', '-33.9007447', '18.5057432', '18.5096322']}",N1,Cape Town Ward 56,Cape Town,City of Cape Town,Western Cape,14,South Africa,za
5XWBAKZ,152024,-33.9502603428,18.5197016558,-33.95,18.52,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc88750>,"{'place_id': 122149037, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 151153536, 'lat': '-33.95013824078063', 'lon': '18.51999603623062', 'display_name': 'Settlers Way, Kewtown, Cape Town, City of Cape Town, Western Cape, 7455, South Africa', 'address': {'road': 'Settlers Way', 'suburb': 'Kewtown', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7455', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9501827', '-33.9500378', '18.5165836', '18.5215466']}",Settlers Way,Kewtown,Cape Town,City of Cape Town,Western Cape,7455,South Africa,za
J0SM52K,152026,-33.9670584842,18.5730922374,-33.967,18.573,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc86f50>,"{'place_id': 205540549, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 566147920, 'lat': '-33.96698226715154', 'lon': '18.573019174909827', 'display_name': 'Settlers Way, Cape Town Ward 40, Cape Town, City of Cape Town, Western Cape, 7490, South Africa', 'address': {'road': 'Settlers Way', 'suburb': 'Cape Town Ward 40', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7490', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9673714', '-33.9664022', '18.5724492', '18.5733659']}",Settlers Way,Cape Town Ward 40,Cape Town,City of Cape Town,Western Cape,7490,South Africa,za
927BHUF,152027,-33.8864872167,18.5852444876,-33.886,18.585,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc8b710>,"{'place_id': 94998288, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 30456747, 'lat': '-33.88598243293493', 'lon': '18.585082390987008', 'display_name': 'McIntyre Road, Parow North, Parow, City of Cape Town, Western Cape, 7500, South Africa', 'address': {'road': 'McIntyre Road', 'suburb': 'Parow North', 'town': 'Parow', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7500', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8881846', '-33.8855735', '18.5849952', '18.5855401']}",McIntyre Road,Parow North,,City of Cape Town,Western Cape,7500,South Africa,za
DRI712Q,152029,-34.0061524421,18.6449433391,-34.006,18.645,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc88f10>,"{'place_id': 231933902, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 742959372, 'lat': '-34.00591602956247', 'lon': '18.64503349472113', 'display_name': 'N2, Cape Town Ward 114, Khayelitsha, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 114', 'town': 'Khayelitsha', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0060134', '-34.0049307', '18.6424974', '18.6452776']}",N2,Cape Town Ward 114,,City of Cape Town,Western Cape,7100,South Africa,za
QORS7OP,152032,-33.99767222,18.6240491476,-33.998,18.624,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc8c450>,"{'place_id': 217939584, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 651224153, 'lat': '-33.99791799055302', 'lon': '18.624032300615703', 'display_name': 'N2, Cape Town Ward 18, Cape Town, City of Cape Town, Western Cape, 7100, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 18', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7100', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0047463', '-33.9962952', '18.6198471', '18.6413648']}",N2,Cape Town Ward 18,Cape Town,City of Cape Town,Western Cape,7100,South Africa,za
M223F8G,152033,-33.937958775300004,18.4555275507,-33.938,18.456,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc8bed0>,"{'place_id': 201374005, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 542534121, 'lat': '-33.938145319944454', 'lon': '18.45592860236736', 'display_name': 'Nelson Mandela Boulevard, Cape Town Ward 57, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'Nelson Mandela Boulevard', 'suburb': 'Cape Town Ward 57', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9384009', '-33.9374309', '18.4544745', '18.4564488']}",Nelson Mandela Boulevard,Cape Town Ward 57,Cape Town,City of Cape Town,Western Cape,7925,South Africa,za
3MW0MN9,152035,-34.1286125752,18.9343923184,-34.129,18.934,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbdfe390>,"{'place_id': 80473172, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4772284, 'lat': '-34.12874282051799', 'lon': '18.934460656321086', 'display_name': ""N2, Cape Town Ward 84, Sir Lowry's Pass, City of Cape Town, Western Cape, South Africa"", 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 84', 'village': ""Sir Lowry's Pass"", 'county': 'City of Cape Town', 'state': 'Western Cape', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.1435008', '-34.1270239', '18.9299558', '18.9374305']}",N2,Cape Town Ward 84,,City of Cape Town,Western Cape,,South Africa,za
QUHOO8R,152037,-33.889578782,18.6072328657,-33.89,18.607,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbde5a50>,"{'place_id': 235845967, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 5373088, 'lat': '-33.891850700000006', 'lon': '18.608036394323953', 'display_name': 'Karl Bremer Hospital, Frans Conradie Drive, Bremerhof, Oosterzee, Bellville, City of Cape Town, Western Cape, 7530, South Africa', 'address': {'hospital': 'Karl Bremer Hospital', 'road': 'Frans Conradie Drive', 'neighbourhood': 'Bremerhof', 'suburb': 'Oosterzee', 'town': 'Bellville', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7530', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8942552', '-33.8898889', '18.6058306', '18.610231']}",Frans Conradie Drive,Oosterzee,,City of Cape Town,Western Cape,7530,South Africa,za
DVQD3DE,152039,-34.1283309774,18.9342321448,-34.128,18.934,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc8bb10>,"{'place_id': 80473172, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4772284, 'lat': '-34.12798463514483', 'lon': '18.934021229303713', 'display_name': ""N2, Cape Town Ward 84, Sir Lowry's Pass, City of Cape Town, Western Cape, South Africa"", 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 84', 'village': ""Sir Lowry's Pass"", 'county': 'City of Cape Town', 'state': 'Western Cape', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.1435008', '-34.1270239', '18.9299558', '18.9374305']}",N2,Cape Town Ward 84,,City of Cape Town,Western Cape,,South Africa,za
YAPO4I4,152040,-33.9545006592,18.5398874158,-33.955,18.54,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbdf9910>,"{'place_id': 231210920, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 737999750, 'lat': '-33.95506920131121', 'lon': '18.539977092411082', 'display_name': 'Settlers Way, Welcome, Cape Town, City of Cape Town, Western Cape, 7455, South Africa', 'address': {'road': 'Settlers Way', 'suburb': 'Welcome', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7455', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9572399', '-33.9536241', '18.5356116', '18.5469358']}",Settlers Way,Welcome,Cape Town,City of Cape Town,Western Cape,7455,South Africa,za
AJRKP0C,152041,-33.9858012696,18.5939635262,-33.986,18.594,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc92810>,"{'place_id': 80771961, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4287376, 'lat': '-33.986035946254475', 'lon': '18.593985905359403', 'display_name': 'N2, Cape Town Ward 36, Cape Town, City of Cape Town, Western Cape, 7490, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 36', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7490', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9923356', '-33.9845958', '18.5911141', '18.6099708']}",N2,Cape Town Ward 36,Cape Town,City of Cape Town,Western Cape,7490,South Africa,za
9NXZ103,152042,-33.8532293716,18.7025827489,-33.853,18.703,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc933d0>,"{'place_id': 79876389, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4315619, 'lat': '-33.85297226243225', 'lon': '18.702981986303858', 'display_name': 'N1 Freeway, Cape Town Ward 102, Kraaifontein, City of Cape Town, Western Cape, 7561, South Africa', 'address': {'road': 'N1 Freeway', 'suburb': 'Cape Town Ward 102', 'town': 'Kraaifontein', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7561', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8661784', '-33.8383819', '18.6826362', '18.7258264']}",N1 Freeway,Cape Town Ward 102,,City of Cape Town,Western Cape,7561,South Africa,za
LXZFSP3,152043,-34.13441327,18.9257435403,-34.134,18.926,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbdf9590>,"{'place_id': 101264758, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 62046264, 'lat': '-34.13432402500283', 'lon': '18.92609960150001', 'display_name': ""N2, Cape Town Ward 100, Sir Lowry's Pass, City of Cape Town, Western Cape, 7150, South Africa"", 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 100', 'village': ""Sir Lowry's Pass"", 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7150', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.1350361', '-34.1326505', '18.9147476', '18.9269774']}",N2,Cape Town Ward 100,,City of Cape Town,Western Cape,7150,South Africa,za
B6D0HHC,152045,-33.844444716999995,18.7158651508,-33.844,18.716,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc96090>,"{'place_id': 97378092, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 35938235, 'lat': '-33.84397437870522', 'lon': '18.715983172951077', 'display_name': 'Hout Street, Cape Town Ward 102, Kraaifontein, City of Cape Town, Western Cape, 7561, South Africa', 'address': {'road': 'Hout Street', 'suburb': 'Cape Town Ward 102', 'town': 'Kraaifontein', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7561', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8445271', '-33.8399063', '18.7142513', '18.722267']}",Hout Street,Cape Town Ward 102,,City of Cape Town,Western Cape,7561,South Africa,za
0QR8FDW,152046,-33.9450748818,18.4656991804,-33.945,18.466,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc937d0>,"{'place_id': 198807585, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 542373669, 'lat': '-33.94489814869059', 'lon': '18.466157110255992', 'display_name': 'Rhodes Drive, Cape Town Ward 57, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'Rhodes Drive', 'suburb': 'Cape Town Ward 57', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9454988', '-33.9442552', '18.4657403', '18.4665465']}",Rhodes Drive,Cape Town Ward 57,Cape Town,City of Cape Town,Western Cape,7925,South Africa,za
MJ9YER2,152049,-33.884767591999996,18.5918570056,-33.885,18.592,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc97310>,"{'place_id': 120497636, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 151789932, 'lat': '-33.88499563737602', 'lon': '18.592000922885607', 'display_name': 'N1, De Tijger, Parow, City of Cape Town, Western Cape, 7500, South Africa', 'address': {'road': 'N1', 'suburb': 'De Tijger', 'town': 'Parow', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7500', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8852452', '-33.8848203', '18.5910917', '18.5929014']}",N1,De Tijger,,City of Cape Town,Western Cape,7500,South Africa,za
M2KOUEK,152050,-33.7430299647,19.021087271,-33.743,19.021,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc96b10>,"{'place_id': 184293560, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 431916960, 'lat': '-33.742961625053965', 'lon': '19.021009360195237', 'display_name': 'N1, Drakenstein Ward 28, Drakenstein Local Municipality, Cape Winelands District Municipality, Western Cape, 7620, South Africa', 'address': {'road': 'N1', 'suburb': 'Drakenstein Ward 28', 'city': 'Drakenstein Local Municipality', 'county': 'Cape Winelands District Municipality', 'state': 'Western Cape', 'postcode': '7620', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.7431003', '-33.7426965', '19.0199224', '19.0215779']}",N1,Drakenstein Ward 28,Drakenstein Local Municipality,Cape Winelands District Municipality,Western Cape,7620,South Africa,za
7QBQK9L,152051,-33.92161,18.4414464858,-33.922,18.441,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc9a290>,"{'place_id': 151290470, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 259008119, 'lat': '-33.92160002822201', 'lon': '18.441006852537228', 'display_name': 'FW de Klerk Boulevard, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'FW de Klerk Boulevard', 'suburb': 'Cape Town Ward 115', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9216046', '-33.9215661', '18.4402943', '18.4445581']}",FW de Klerk Boulevard,Cape Town Ward 115,Cape Town,City of Cape Town,Western Cape,7925,South Africa,za
S200A1J,152052,-33.9910406607,18.6072347511,-33.991,18.607,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc97750>,"{'place_id': 229549238, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 740517335, 'lat': '-33.99097901769741', 'lon': '18.60700827851882', 'display_name': 'N2, Cape Town Ward 36, Cape Town, City of Cape Town, Western Cape, 7490, South Africa', 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 36', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7490', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9928175', '-33.9855667', '18.5932905', '18.611668']}",N2,Cape Town Ward 36,Cape Town,City of Cape Town,Western Cape,7490,South Africa,za
PLZ8PGL,152053,-33.8850451603,18.5323100593,-33.885,18.532,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc9d090>,"{'place_id': 201049905, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 540006186, 'lat': '-33.88516545541501', 'lon': '18.531995659348684', 'display_name': 'N1, Summer Greens, Cape Town, City of Cape Town, Western Cape, 7460, South Africa', 'address': {'road': 'N1', 'suburb': 'Summer Greens', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7460', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8854928', '-33.8851614', '18.5312007', '18.5346655']}",N1,Summer Greens,Cape Town,City of Cape Town,Western Cape,7460,South Africa,za
X9J910I,152056,-34.1452119537,18.9297326821,-34.145,18.93,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc9aa50>,"{'place_id': 198889626, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 520873812, 'lat': '-34.144948912468266', 'lon': '18.92980293713357', 'display_name': ""N2, Cape Town Ward 100, Sir Lowry's Pass, City of Cape Town, Western Cape, South Africa"", 'address': {'road': 'N2', 'suburb': 'Cape Town Ward 100', 'village': ""Sir Lowry's Pass"", 'county': 'City of Cape Town', 'state': 'Western Cape', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.1482657', '-34.1435959', '18.9286449', '18.9300405']}",N2,Cape Town Ward 100,,City of Cape Town,Western Cape,,South Africa,za
VUYACXV,152057,-34.0444135388,18.7481971971,-34.044,18.748,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ebbc9f090>,"{'place_id': 81304447, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4288087, 'lat': '-34.04435529173903', 'lon': '18.747933567061892', 'display_name': 'N2, Croydon Olive Estate, Cape Town Ward 109, Eersterivier, City of Cape Town, Western Cape, 7129, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Croydon Olive Estate', 'suburb': 'Cape Town Ward 109', 'town': 'Eersterivier', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7129', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0505711', '-34.0432682', '18.7384269', '18.7606813']}",N2,Cape Town Ward 109,,City of Cape Town,Western Cape,7129,South Africa,za
