segment_id,EventId,latitude,longitude,latitudeX,longitudeX,address,point,road,suburb,town,county,state,postcode,country,country_code
UXERJVK,144537,-33.8651052386,18.6846505768,-33.865,18.685,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec007d5d0>,"{'place_id': 94657321, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 34872162, 'lat': '-33.8651298', 'lon': '18.685816366317106', 'display_name': 'Brackenfell Rugby Club, N1 Freeway, Cape Town Ward 102, Kraaifontein, City of Cape Town, Western Cape, 7561, South Africa', 'address': {'sports_centre': 'Brackenfell Rugby Club', 'road': 'N1 Freeway', 'suburb': 'Cape Town Ward 102', 'town': 'Kraaifontein', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7561', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8654007', '-33.8648605', '18.6856219', '18.6859843']}",N1 Freeway,Cape Town Ward 102,Kraaifontein,City of Cape Town,Western Cape,7561,South Africa,za
93O3U6U,144568,-33.9600271419,18.5567638419,-33.96,18.557,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec0080d10>,"{'place_id': 198928533, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 533640548, 'lat': '-33.96008786209092', 'lon': '18.556973457407654', 'display_name': 'Settlers Way, Heideveld, Cape Town, City of Cape Town, Western Cape, 7490, South Africa', 'address': {'road': 'Settlers Way', 'suburb': 'Heideveld', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7490', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9617738', '-33.9589459', '18.5531933', '18.5625543']}",Settlers Way,Heideveld,,City of Cape Town,Western Cape,7490,South Africa,za
HQ54B8O,144584,-33.9507975029,18.4979071863,-33.951,18.498,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec0080890>,"{'place_id': 230988473, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 738063405, 'lat': '-33.950955099721234', 'lon': '18.497989962266786', 'display_name': 'Settlers Way, Mowbray, Cape Town, City of Cape Town, Western Cape, 7450, South Africa', 'address': {'road': 'Settlers Way', 'suburb': 'Mowbray', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7450', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9512936', '-33.9507033', '18.4964758', '18.4991163']}",Settlers Way,Mowbray,,City of Cape Town,Western Cape,7450,South Africa,za
8WHR0ZV,144606,-33.829796568,18.7555831691,-33.83,18.756,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec007dd50>,"{'place_id': 81608977, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4315627, 'lat': '-33.82991265949318', 'lon': '18.7559756769755', 'display_name': 'N1, Cape Town Ward 101, Stellenbosch Local Municipality, City of Cape Town, Western Cape, 7570, South Africa', 'address': {'road': 'N1', 'suburb': 'Cape Town Ward 101', 'city': 'Stellenbosch Local Municipality', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7570', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8384734', '-33.798667', '18.7261517', '18.8706849']}",N1,Cape Town Ward 101,,City of Cape Town,Western Cape,7570,South Africa,za
68KOZH6,144609,-33.865375212,18.68387352,-33.865,18.684,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00837d0>,"{'place_id': 79876389, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4315619, 'lat': '-33.865207304124425', 'lon': '18.684134371884987', 'display_name': 'N1 Freeway, Cape Town Ward 102, Kraaifontein, City of Cape Town, Western Cape, 7561, South Africa', 'address': {'road': 'N1 Freeway', 'suburb': 'Cape Town Ward 102', 'town': 'Kraaifontein', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7561', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8661784', '-33.8383819', '18.6826362', '18.7258264']}",N1 Freeway,Cape Town Ward 102,Kraaifontein,City of Cape Town,Western Cape,7561,South Africa,za
HIUQ2RB,144616,-33.8707551563,18.6730239167,-33.871,18.673,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec007f650>,"{'place_id': 216163120, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 641560448, 'lat': '-33.87099383670133', 'lon': '18.672997359555396', 'display_name': 'N1 Freeway, Cape Town Ward 102, Brackenfell, City of Cape Town, Western Cape, 7560, South Africa', 'address': {'road': 'N1 Freeway', 'suburb': 'Cape Town Ward 102', 'town': 'Brackenfell', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7560', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8720586', '-33.8677764', '18.670512', '18.6803882']}",N1 Freeway,Cape Town Ward 102,Brackenfell,City of Cape Town,Western Cape,7560,South Africa,za
3QSXJH3,144670,-34.058746748400004,18.7929674155,-34.059,18.793,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec0084590>,"{'place_id': 79214922, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4288098, 'lat': '-34.05876474958132', 'lon': '18.793044286988806', 'display_name': 'N2, Marvin Park, Cape Town Ward 109, Somerset West, City of Cape Town, Western Cape, 7130, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Marvin Park', 'suburb': 'Cape Town Ward 109', 'town': 'Somerset West', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7130', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0602052', '-34.0584819', '18.7747053', '18.7963803']}",N2,Cape Town Ward 109,Somerset West,City of Cape Town,Western Cape,7130,South Africa,za
NL4FSPV,144697,-33.8355181809,18.7350801104,-33.836,18.735,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec0083d50>,"{'place_id': 81608977, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4315627, 'lat': '-33.835777402550264', 'lon': '18.734937795740574', 'display_name': 'N1, Cape Town Ward 101, Stellenbosch Local Municipality, City of Cape Town, Western Cape, 7570, South Africa', 'address': {'road': 'N1', 'suburb': 'Cape Town Ward 101', 'city': 'Stellenbosch Local Municipality', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7570', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8384734', '-33.798667', '18.7261517', '18.8706849']}",N1,Cape Town Ward 101,,City of Cape Town,Western Cape,7570,South Africa,za
UHFPI9X,144705,-33.7849017128,18.9400670449,-33.785,18.94,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00867d0>,"{'place_id': 80612229, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4769011, 'lat': '-33.78492734832317', 'lon': '18.939986234732082', 'display_name': 'N1, Stellenbosch Ward 18, Stellenbosch Local Municipality, Cape Winelands District Municipality, Western Cape, 7089, South Africa', 'address': {'road': 'N1', 'suburb': 'Stellenbosch Ward 18', 'city': 'Stellenbosch Local Municipality', 'county': 'Cape Winelands District Municipality', 'state': 'Western Cape', 'postcode': '7089', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.798636', '-33.7759236', '18.8708519', '18.957486']}",N1,Stellenbosch Ward 18,,Cape Winelands District Municipality,Western Cape,7089,South Africa,za
LUOEP7G,144709,-33.8999068786,18.6767015607,-33.9,18.677,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec0084c90>,"{'place_id': 80541025, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4317155, 'lat': '-33.89995284415216', 'lon': '18.67689589367127', 'display_name': 'Kuils River Freeway, Cape Town Ward 8, Bellville, City of Cape Town, Western Cape, 7580, South Africa', 'address': {'road': 'Kuils River Freeway', 'suburb': 'Cape Town Ward 8', 'town': 'Bellville', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7580', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9012925', '-33.8903779', '18.676203', '18.6777734']}",Kuils River Freeway,Cape Town Ward 8,Bellville,City of Cape Town,Western Cape,7580,South Africa,za
1451FOG,144711,-33.7860015465,18.9346931162,-33.786,18.935,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00897d0>,"{'place_id': 80612229, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4769011, 'lat': '-33.78594631029534', 'lon': '18.934988961012827', 'display_name': 'N1, Stellenbosch Ward 18, Stellenbosch Local Municipality, Cape Winelands District Municipality, Western Cape, 7089, South Africa', 'address': {'road': 'N1', 'suburb': 'Stellenbosch Ward 18', 'city': 'Stellenbosch Local Municipality', 'county': 'Cape Winelands District Municipality', 'state': 'Western Cape', 'postcode': '7089', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.798636', '-33.7759236', '18.8708519', '18.957486']}",N1,Stellenbosch Ward 18,,Cape Winelands District Municipality,Western Cape,7089,South Africa,za
PRRLPFL,144727,-33.9336904834,18.4473657681,-33.934,18.447,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec0086f90>,"{'place_id': 142313544, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 227878320, 'lat': '-33.933944315663226', 'lon': '18.446583870521845', 'display_name': 'Upper Melbourne Road, Cape Town Ward 57, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'Upper Melbourne Road', 'suburb': 'Cape Town Ward 57', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9347634', '-33.93346', '18.4464466', '18.4466286']}",Upper Melbourne Road,Cape Town Ward 57,,City of Cape Town,Western Cape,7925,South Africa,za
VODEAWO,144764,-33.8261056749,18.541109436,-33.826,18.541,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec008b410>,"{'place_id': 183209250, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 421838101, 'lat': '-33.82605177994082', 'lon': '18.541134783686875', 'display_name': 'N7, Richwood, Cape Town, City of Cape Town, Western Cape, 7441, South Africa', 'address': {'road': 'N7', 'suburb': 'Richwood', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7441', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8290983', '-33.8174743', '18.5399644', '18.54443']}",N7,Richwood,,City of Cape Town,Western Cape,7441,South Africa,za
RZK0UM0,144766,-33.8641752623,18.6860854888,-33.864,18.686,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec007f0d0>,"{'place_id': 79876389, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4315619, 'lat': '-33.86399861128083', 'lon': '18.685999099849976', 'display_name': 'N1 Freeway, Cape Town Ward 102, Kraaifontein, City of Cape Town, Western Cape, 7561, South Africa', 'address': {'road': 'N1 Freeway', 'suburb': 'Cape Town Ward 102', 'town': 'Kraaifontein', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7561', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8661784', '-33.8383819', '18.6826362', '18.7258264']}",N1 Freeway,Cape Town Ward 102,Kraaifontein,City of Cape Town,Western Cape,7561,South Africa,za
1G21L7Q,144775,-33.8714429364,18.5305537492,-33.871,18.531,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec008c350>,"{'place_id': 125978466, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 172449172, 'lat': '-33.8709511', 'lon': '18.5311882', 'display_name': 'Joan Street, Milnerton, Cape Town, City of Cape Town, Western Cape, 7441, South Africa', 'address': {'road': 'Joan Street', 'suburb': 'Milnerton', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7441', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8713819', '-33.8705638', '18.5311835', '18.5318552']}",Joan Street,Milnerton,,City of Cape Town,Western Cape,7441,South Africa,za
Q0VL8BD,144781,-33.9150652465,18.6672915277,-33.915,18.667,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec007d190>,"{'place_id': 160931985, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 307216825, 'lat': '-33.914643', 'lon': '18.6668272', 'display_name': 'Cape Town Ward 9, Kuilsrivier, City of Cape Town, Western Cape, 7580, South Africa', 'address': {'suburb': 'Cape Town Ward 9', 'town': 'Kuilsrivier', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7580', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9147283', '-33.914643', '18.6666169', '18.6668272']}",,Cape Town Ward 9,Kuilsrivier,City of Cape Town,Western Cape,7580,South Africa,za
EKVTVMV,144786,-34.0438314851,18.7416467334,-34.044,18.742,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec0089b90>,"{'place_id': 79214906, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4288084, 'lat': '-34.0438734830969', 'lon': '18.742013444941882', 'display_name': 'N2, Croydon Olive Estate, Cape Town Ward 109, Eersterivier, City of Cape Town, Western Cape, 7129, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Croydon Olive Estate', 'suburb': 'Cape Town Ward 109', 'town': 'Eersterivier', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7129', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0584048', '-34.0434891', '18.7383964', '18.7737227']}",N2,Cape Town Ward 109,Eersterivier,City of Cape Town,Western Cape,7129,South Africa,za
VHGABXK,144792,-33.8696325661,18.6756427663,-33.87,18.676,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec0091410>,"{'place_id': 216163120, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 641560448, 'lat': '-33.8697528284747', 'lon': '18.675894108211406', 'display_name': 'N1 Freeway, Cape Town Ward 102, Brackenfell, City of Cape Town, Western Cape, 7560, South Africa', 'address': {'road': 'N1 Freeway', 'suburb': 'Cape Town Ward 102', 'town': 'Brackenfell', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7560', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8720586', '-33.8677764', '18.670512', '18.6803882']}",N1 Freeway,Cape Town Ward 102,Brackenfell,City of Cape Town,Western Cape,7560,South Africa,za
UCJGSIW,144793,-33.838642290799996,18.7252419753,-33.839,18.725,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec0080090>,"{'place_id': 80275950, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4315618, 'lat': '-33.83901807017687', 'lon': '18.72500880274738', 'display_name': 'N1 Freeway, Cape Town Ward 102, Kraaifontein, City of Cape Town, Western Cape, 7561, South Africa', 'address': {'road': 'N1 Freeway', 'suburb': 'Cape Town Ward 102', 'town': 'Kraaifontein', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7561', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8659216', '-33.8385892', '18.6834015', '18.7258942']}",N1 Freeway,Cape Town Ward 102,Kraaifontein,City of Cape Town,Western Cape,7561,South Africa,za
H8PYLH4,144816,-34.1494915609,18.9284291908,-34.149,18.928,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec0092490>,"{'place_id': 119506266, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 136968707, 'lat': '-34.1490998', 'lon': '18.9277743', 'display_name': ""Cape Town Ward 100, Sir Lowry's Pass, City of Cape Town, Western Cape, South Africa"", 'address': {'suburb': 'Cape Town Ward 100', 'village': ""Sir Lowry's Pass"", 'county': 'City of Cape Town', 'state': 'Western Cape', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.1494621', '-34.1490998', '18.927773', '18.9283945']}",,Cape Town Ward 100,,City of Cape Town,Western Cape,,South Africa,za
U3KP57C,144817,-33.9587556058,18.5520402514,-33.959,18.552,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec0091c50>,"{'place_id': 231330858, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 738670308, 'lat': '-33.95880351231459', 'lon': '18.55205995728613', 'display_name': 'Settlers Way, Welcome, Cape Town, City of Cape Town, Western Cape, 7535, South Africa', 'address': {'road': 'Settlers Way', 'suburb': 'Welcome', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7535', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9592996', '-33.9572399', '18.5469358', '18.5536857']}",Settlers Way,Welcome,,City of Cape Town,Western Cape,7535,South Africa,za
V5PX6ZH,144819,-33.8595731273,18.6928117395,-33.86,18.693,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec0094490>,"{'place_id': 80275950, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4315618, 'lat': '-33.8597920008657', 'lon': '18.692865305407352', 'display_name': 'N1 Freeway, Cape Town Ward 102, Kraaifontein, City of Cape Town, Western Cape, 7561, South Africa', 'address': {'road': 'N1 Freeway', 'suburb': 'Cape Town Ward 102', 'town': 'Kraaifontein', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7561', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8659216', '-33.8385892', '18.6834015', '18.7258942']}",N1 Freeway,Cape Town Ward 102,Kraaifontein,City of Cape Town,Western Cape,7561,South Africa,za
5QOCGMJ,144822,-33.7876519442,18.9256096917,-33.788,18.926,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00929d0>,"{'place_id': 80612229, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4769011, 'lat': '-33.787802839763565', 'lon': '18.92595946244565', 'display_name': 'N1, Stellenbosch Ward 18, Stellenbosch Local Municipality, Cape Winelands District Municipality, Western Cape, 7089, South Africa', 'address': {'road': 'N1', 'suburb': 'Stellenbosch Ward 18', 'city': 'Stellenbosch Local Municipality', 'county': 'Cape Winelands District Municipality', 'state': 'Western Cape', 'postcode': '7089', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.798636', '-33.7759236', '18.8708519', '18.957486']}",N1,Stellenbosch Ward 18,,Cape Winelands District Municipality,Western Cape,7089,South Africa,za
5OV4U4C,144835,-33.8876448288,18.5392973816,-33.888,18.539,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec0096050>,"{'place_id': 95974619, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 32950133, 'lat': '-33.88788511736154', 'lon': '18.53906011604773', 'display_name': 'Montague, Cape Town, City of Cape Town, Western Cape, 7460, South Africa', 'address': {'suburb': 'Montague', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7460', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8919558', '-33.886553', '18.5350272', '18.5452964']}",,Montague,,City of Cape Town,Western Cape,7460,South Africa,za
M223F8G,144844,-33.9374387977,18.4541596841,-33.937,18.454,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec0094c50>,"{'place_id': 169993817, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 359625544, 'lat': '-33.93715863488451', 'lon': '18.453928761186123', 'display_name': 'Nelson Mandela Boulevard, Cape Town Ward 57, Cape Town, City of Cape Town, Western Cape, 7925, South Africa', 'address': {'road': 'Nelson Mandela Boulevard', 'suburb': 'Cape Town Ward 57', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7925', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9374309', '-33.9368206', '18.4530536', '18.4544745']}",Nelson Mandela Boulevard,Cape Town Ward 57,,City of Cape Town,Western Cape,7925,South Africa,za
W0EUG1C,144859,-34.0689534068,18.8111487391,-34.069,18.811,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec0098390>,"{'place_id': 169673747, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 361482179, 'lat': '-34.068916147416395', 'lon': '18.811049283696686', 'display_name': 'N2, Paardevlei, Cape Town Ward 15, Somerset West, City of Cape Town, Western Cape, 7130, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Paardevlei', 'suburb': 'Cape Town Ward 15', 'town': 'Somerset West', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7130', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0801387', '-34.0604926', '18.7968497', '18.824172']}",N2,Cape Town Ward 15,Somerset West,City of Cape Town,Western Cape,7130,South Africa,za
5AC6YRF,144864,-33.9283313404,18.4789475758,-33.928,18.479,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00968d0>,"{'place_id': 80761841, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4265508, 'lat': '-33.92811521360855', 'lon': '18.478867485813833', 'display_name': 'Black River Parkway, Maitland, Cape Town, City of Cape Town, Western Cape, 7295, South Africa', 'address': {'road': 'Black River Parkway', 'suburb': 'Maitland', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7295', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.928537', '-33.9266539', '18.4776766', '18.479209']}",Black River Parkway,Maitland,,City of Cape Town,Western Cape,7295,South Africa,za
2Q8T4YB,144867,-33.9041448871,18.6743215935,-33.904,18.674,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec009b050>,"{'place_id': 212138397, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 626298428, 'lat': '-33.90296195', 'lon': '18.673587299048698', 'display_name': 'Cape Town Ward 3, Bellville, City of Cape Town, Western Cape, South Africa', 'address': {'suburb': 'Cape Town Ward 3', 'town': 'Bellville', 'county': 'City of Cape Town', 'state': 'Western Cape', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9048559', '-33.9004009', '18.6722598', '18.6756719']}",,Cape Town Ward 3,Bellville,City of Cape Town,Western Cape,,South Africa,za
A0RUUQL,144869,-33.9214084805,18.4465902471,-33.921,18.447,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec00987d0>,"{'place_id': 182239329, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 423037331, 'lat': '-33.920586050476544', 'lon': '18.446973564760064', 'display_name': 'Duncan Road, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 7915, South Africa', 'address': {'road': 'Duncan Road', 'suburb': 'Cape Town Ward 115', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7915', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9208758', '-33.9205788', '18.4430242', '18.4483013']}",Duncan Road,Cape Town Ward 115,,City of Cape Town,Western Cape,7915,South Africa,za
LK5JIX6,144883,-33.8536970506,18.5316532635,-33.854,18.532,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec009d290>,"{'place_id': 187227041, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 449113468, 'lat': '-33.85396665918399', 'lon': '18.5318227959344', 'display_name': 'N7, Milnerton, Cape Town, City of Cape Town, Western Cape, 7441, South Africa', 'address': {'road': 'N7', 'suburb': 'Milnerton', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7441', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.8772914', '-33.8484176', '18.5296882', '18.5329213']}",N7,Milnerton,,City of Cape Town,Western Cape,7441,South Africa,za
2ON8NSO,144898,-33.9140092599,18.4259717645,-33.914,18.426,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec009b710>,"{'place_id': 166586499, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 336930928, 'lat': '-33.91402691330559', 'lon': '18.425994684833064', 'display_name': 'Nelson Mandela Boulevard, City Centre, Cape Town, City of Cape Town, Western Cape, 8000, South Africa', 'address': {'road': 'Nelson Mandela Boulevard', 'suburb': 'City Centre', 'city': 'Cape Town', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '8000', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-33.9140912', '-33.9140002', '18.4257706', '18.4263202']}",Nelson Mandela Boulevard,City Centre,,City of Cape Town,Western Cape,8000,South Africa,za
YGRV6SD,144918,-34.0587193285,18.774686658,-34.059,18.775,<geopy.extra.rate_limiter.RateLimiter object at 0x7f7ec009e190>,"{'place_id': 79214922, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 4288098, 'lat': '-34.05883224733286', 'lon': '18.77504188843889', 'display_name': 'N2, Marvin Park, Cape Town Ward 109, Somerset West, City of Cape Town, Western Cape, 7130, South Africa', 'address': {'road': 'N2', 'neighbourhood': 'Marvin Park', 'suburb': 'Cape Town Ward 109', 'town': 'Somerset West', 'county': 'City of Cape Town', 'state': 'Western Cape', 'postcode': '7130', 'country': 'South Africa', 'country_code': 'za'}, 'boundingbox': ['-34.0602052', '-34.0584819', '18.7747053', '18.7963803']}",N2,Cape Town Ward 109,Somerset West,City of Cape Town,Western Cape,7130,South Africa,za
